,Dataset,iteration,isMasked,threshold,MALE_test,RMSE_test,MAPE_test,MALE_train,RMSE_train,MAPE_train
0,poa,1,False,0.1,0.14235623856844895,95927.24043170888,9.422913392519417,0.13590175338605961,94226.04266407008,8.391955777248263
0,poa,1,True,0.01,0.1444627102805248,96089.03248203032,9.376690290214915,0.13642125148470163,95218.90016197931,8.293489174836525
0,poa,1,True,0.05,0.1474674930760291,97585.02346574409,9.839507503826267,0.1362380718878517,94589.31634854182,8.535690614787555
0,poa,1,True,0.1,0.14589645296772294,96829.19518853856,9.817574263038562,0.13800173745018862,95781.33810772815,8.851548409598225
0,poa,1,True,0.2,0.14737778690233796,98850.25449694513,10.022115450438163,0.14003773278855436,96856.09093656993,8.786190883841947
0,poa,1,True,0.35,0.14719756245119586,97800.6700841603,9.87765465803416,0.1358332271808907,94658.19348578973,8.633041827472843
0,poa,1,True,0.6,0.14881030487340507,97367.45044152722,9.888818464160071,0.13919759439355095,96437.15855573412,8.82361737225507
0,poa,1,True,0.8,0.1483436302473456,97785.80999766152,9.919044772719246,0.13672515825700596,95161.74132500893,8.622540073529459
0,poa,1,True,1.0,0.1483193604882317,96916.18034675626,10.245089815402727,0.1405551838007674,96728.31049649992,9.069687390933028
0,poa,2,True,1.0,0.14830936458081753,97259.80021643054,10.199055186268701,0.14407428662845367,97530.09963885383,9.50653771575275
0,poa,2,True,0.01,0.14232232029818992,95093.34286679902,9.38548183386726,0.13448069585190833,94120.88824475312,8.18284660087723
0,poa,2,True,0.05,0.15505698873105328,98172.3901058792,9.528751947291191,0.13732804396033851,96484.91313285298,8.36953829887219
0,poa,2,True,0.1,0.14571563509464183,96332.66602593964,10.008153938229672,0.13743694221261604,94477.19880763798,8.591373357746932
0,poa,2,True,0.2,0.14595455034744853,96336.92932441548,9.718239632468514,0.14181450410360635,97978.07558571266,8.988509392513626
0,poa,2,True,0.35,0.148474862615816,97233.12119889336,10.360718798674418,0.1432475576052199,97929.08153146299,9.291458461302174
0,poa,2,True,0.6,0.14810615290429902,97183.60400174539,10.273746334095119,0.1420994097087714,97410.35285856831,9.049547230113655
0,poa,2,True,0.8,0.14734565323573592,97356.44030929674,10.373517565993781,0.1398554350569632,96191.87052836642,8.809444115867086
0,poa,2,True,1.0,0.1482738108315687,97731.3919463293,10.574643495397568,0.14329255220142897,98137.36424421557,9.406651253891976
0,poa,3,True,1.0,0.14955458365222957,98152.59480357793,10.384482774390216,0.1443406088551448,98312.66203224988,9.648738844562638
0,poa,3,True,0.01,0.1441967429214117,95506.47952358898,9.677685672514702,0.1386962828162117,95427.92745211757,8.75163884943177
0,poa,3,True,0.05,0.1447828370856924,96923.3752309087,9.69973914565828,0.1393544779315494,95082.09890331193,8.979344108446313
0,poa,3,True,0.1,0.1440546299921787,95442.16875851658,9.694418200476713,0.1383932833977671,95652.08416266898,8.668906622023817
0,poa,3,True,0.2,0.14945060424396506,97506.8089545751,10.36817840968282,0.14649860598693087,99404.11546170621,9.597011458333318
0,poa,3,True,0.35,0.14595749399562183,97352.23898060428,9.974966111734563,0.13797476593316943,95210.91513038537,8.78831534090912
0,poa,3,True,0.6,0.14666890974952113,95806.35778659007,9.932973850703604,0.1357335346196837,95212.19185706171,8.400142921960061
0,poa,3,True,0.8,0.14880483774880737,98333.35292440324,10.143078061367937,0.1340241625834652,93902.20196397664,8.36937461964458
0,poa,3,True,1.0,0.14819645659900324,98320.74709465749,10.214848881972308,0.1436595610457328,99010.49773650004,9.384229567307676
0,poa,4,True,1.0,0.14735746003447925,97775.77713815407,10.306797769525872,0.14130270296187541,96992.76618347857,9.088684375000023
0,poa,4,True,0.01,0.143947451468116,95830.79019250516,9.214709865347864,0.1366655364679964,95332.66027111626,8.36258878968252
0,poa,4,True,0.05,0.14436722996157625,96776.70534960332,9.563915441176539,0.13628418995699568,94977.91483579403,8.461730897770884
0,poa,4,True,0.1,0.14486161052566474,96181.34058081613,9.665444458168585,0.14043607012078496,96825.9708102393,8.79152158469486
0,poa,4,True,0.2,0.145182758173648,96544.92834065834,9.666655075187961,0.1401969645697249,96866.73212079708,8.99071604416313
0,poa,4,True,0.35,0.14648849973841782,96450.54604566835,10.05189943006551,0.14258286155095906,97712.15128636896,9.472996834150369
0,poa,4,True,0.6,0.14956092896670903,97191.96095027283,10.38979319852942,0.14400581804561471,97822.67176141511,9.484133303140077
0,poa,4,True,0.8,0.16556360558408736,96072.77263660467,10.225074390171347,0.1371565550230084,95125.8515327844,8.56997259234212
0,poa,4,True,1.0,0.14847789793547445,98904.4443760744,10.303254746835405,0.14350686907783625,98653.6006812656,9.30108398358536
0,poa,5,True,1.0,0.14723583260787923,96314.67113228959,10.150517870095163,0.14303573575680065,97477.646474428,9.416053582702018
0,poa,5,True,0.01,0.145309781953276,95808.94215288358,9.73512532552084,0.13991158293718725,96276.47929157174,8.816181903467928
0,poa,5,True,0.05,0.14406287379062105,95940.80677111584,9.627604957274452,0.1407487422794726,96854.10075958628,8.859733573717973
0,poa,5,True,0.1,0.14649017253172114,97046.58495724991,10.009497838050258,0.13638401389597432,94425.01132335914,8.458776816296018
0,poa,5,True,0.2,0.1478564990886897,99660.38858645919,10.042683750346567,0.13812443742482167,96249.24789188312,8.723596459372752
0,poa,5,True,0.35,0.14941100814274189,98948.00645378066,10.35920492745924,0.13722892312031773,95054.42509289773,8.737452294360587
0,poa,5,True,0.6,0.14838152154133702,97678.93455557895,10.214081717587081,0.1341227584349262,94052.58813470781,8.19377072559794
0,poa,5,True,0.8,0.14922459987912348,98043.4906057583,10.654106953734663,0.14454616072290533,98942.48122460004,9.55804837962961
0,poa,5,True,1.0,0.1471601872117231,97854.95062002022,9.791481894841283,0.1356874254705055,94944.00164251761,8.419427745451422
