Address,City,Lat,Lon
Waterspoor 39,Wierden,52.3528747,6.5892376
Duinweg 19,Wassenaar,52.12734,4.3617589
Lavendelhof 46,Nieuwegein,52.00935029999999,5.0795511
Generaal Boreelpad 27,Eindhoven,51.4639088,5.479207499999999
Abt van Grevenbroekstraat 5,Herpt,51.7280214,5.156871199999999
Utrechtseweg 226,Arnhem,51.9842136,5.8837252
Bottelroosstraat 29,Bakel,51.497682,5.7377461
Gerichtenweg 33,Doornspijk,52.4312702,5.8397068
Azalealaan 28,Heerhugowaard,52.6644973,4.8466413
Raadhuisstraat 9,Diemen,52.3395709,4.9574196
Hof van Versailles 46,Amsterdam,52.3675829,4.8322098
Cyclamenstraat 41,Eindhoven,51.4187738,5.490238199999999
Le Corbusierstraat 10,Dongen,51.6291287,4.9501513
Jan Bijhouwerstraat 85,Purmerend,52.49310329999999,4.9651366
Jacob van Ruysdaellaan 23,Lochem,52.1572453,6.4042672
Beethovenstraat 17,Leeuwarden,53.2075246,5.7807081
Borredreef 68,Vlijmen,51.69212779999999,5.2216505
Oosterduinplein 15,IJmuiden,52.4596059,4.6160434
Jeneverbes 14,Amersfoort,52.1875886,5.3860341
d'Hondecoeterstraat 69,Leeuwarden,53.1933511,5.7892044
Rijnbandijk 221,Rijswijk (GE),51.9601602,5.3620217
Beekdal 11,Assendelft,52.4832657,4.762580499999999
Dr. W. Dreesstraat 149,Katwijk (ZH),52.2094757,4.4145135
Dommelstraat 4,Geldrop,51.4279747,5.5481425
Zwanenstraat 68,Nijmegen,51.8266132,5.8042167
Zadel 5,Leusden,52.1271871,5.4236974
Zilverschoon 4,Bodegraven,52.0751933,4.7635355
Tempellaan 21,Eindhoven,51.48387460000001,5.484005499999999
Buitenhof 71,Etten-Leur,51.5819609,4.6376651
Eventer 7,Berghem,51.7694918,5.5761185
Graaf 93,Echt,51.1031245,5.8675085
Sportparklaan 3,Horn,51.2057165,5.9314936
Klapwijkse Zoom 309,Berkel en Rodenrijs,51.9960987,4.4592439
Meeuwenweg 15,Zuidwolde (DR),52.6409422,6.394220199999999
Neerijnen 62,Barneveld,52.1307121,5.579297599999999
Scheperstraat 26,Sevenum,51.40553509999999,6.0346234
Grintweg 121,Winschoten,53.1525458,7.018417100000001
De Meridiaan 6,Dronten,52.5217763,5.709809099999999
Goudsmidsstraat 45,Hoorn (NH),52.6517534,5.0633491
Gravenborch 54,Houten,52.0363535,5.1520006
den Dam 27,Breedenbroek,51.880604,6.4684351
Koudhoornseweg 4,Garderen,52.234793,5.7096776
Droogmakerij 9,Middenbeemster,52.54478899999999,4.918731
Breegraven 11,Warnsveld,52.1406096,6.2231656
Ouderkerkerlaan 52,Amstelveen,52.29960269999999,4.856550899999999
Marie van Zeggelenstraat 43 .,Spijkenisse,51.8332661,4.3661217
Waterput 11,Cuijk,51.745576,5.858689
Cederstraat 5,IJmuiden,52.4558162,4.6281546
Achterom 61,Hoorn (NH),52.6407313,5.0558367
Prof ten Doesschatestraat 137,Heemskerk,52.5184197,4.684218599999999
Kennemerland 18,Den Bosch,51.7281406,5.305542
Lisztstraat 22,Alkmaar,52.6435898,4.733863599999999
Indusstraat 94,Spijkenisse,51.8435269,4.355313
Foswerterstrjitte 40,Ferwert,53.3365787,5.8189797
Hofrichterstraat 1,Eibergen,52.1045491,6.633820999999999
Sinte Catharinadal 3,Willemstad,51.6884668,4.4457589
Malta 64,Zoetermeer,52.0535253,4.5403856
Alkmaarseweg 172,Beverwijk,52.4904579,4.6597729
De Waarden 14,Zutphen,52.1266432,6.1925694
Laanstraat 19,Soest,52.1809233,5.277928
Haringvlietstraat 28,Lewedorp,51.4953477,3.745372199999999
Waterspoor 39,Wierden,52.3528747,6.5892376
Duinweg 19,Wassenaar,52.12734,4.3617589
Bizetstraat 19,Heemskerk,52.51626719999999,4.6742301
Patrijslaan 6,Boekel,51.59987350000001,5.6817078
Johan Huizingastraat 30,Alkmaar,52.665837,4.7726161
Dorpstraat 32,Dreumel,51.8489624,5.4336348
De Krom 34,Katwijk (ZH),52.20972880000001,4.4282929
Rosendaal 75,Heiloo,52.5918597,4.713736700000001
Haarstraat 104,Rijssen,52.308249,6.515274199999999
Hakselseweg 22,Ede,52.0330179,5.6551208
Kaninefatendreef 6,Alphen aan den Rijn,52.1193938,4.6437323
Rijnlaan 232,Utrecht,52.0683598,5.1137283
Badhuislaan 62,Bussum,52.272738,5.1735308
Rostockstraat 140,Lelystad,52.5096639,5.4689942
Molenhof 4,Kampen,52.5534992,5.9221999
Meester Jochemsstraat 20,Meijel,51.3409865,5.8879554
Tepestraat 5,IJsselstein,52.015631,5.0390573
Steenweg 40,Moerdijk,51.7007858,4.6293372
Schuttershof 4,Arnemuiden,51.5005748,3.676581
Jonkerveld 413,Uden,51.6608867,5.6322972
Annie van Hattemtuin 23,Heerhugowaard,52.6461433,4.821549200000001
Speeldries 1,Eersel,51.36113599999999,5.3250614
Kuyckshof 7,Meteren,51.8695672,5.2915931
Dr. J.R. Thorbeckelaan 130,Heemstede,52.332299,4.6125126
Bisschop Rythoviusdreef 1 a,Riethoven,51.3622029,5.3149073
Esdoornlaan 3,Wormerveer,52.4900776,4.7919264
Hertogstraat 2 a,Sprundel,51.5379163,4.6009984
Giek 22,Huizen,52.2887154,5.2542076
Woenselsestraat 337 339,Eindhoven,51.4615375,5.4718255
Tadamastraat 21,Zutphen,52.1369276,6.2014754
Padweg 21,Oost-Souburg,51.4608877,3.596843299999999
Motet 10,Kampen,52.5579645,5.914461699999999
Maaskade 89 A + B,Rotterdam,51.9139247,4.4941696
Kennemerstraatweg 257,Alkmaar,52.62023869999999,4.7340563
Torenstraat 6,Meliskerke,51.5152647,3.511242
Mr. Synco Reyndersplein 11,Appingedam,53.3206783,6.8544218
Ladderbeekstraat 112,Velsen-Noord,52.4714097,4.646594299999999
Platolaan 23,Assen,52.9921418,6.586771799999999
Kerkpadsblok 16,Wijhe,52.38206419999999,6.1365107
Breitnerstraat 90,Arnhem,51.9985965,5.8800427
Emondsstraat 8,Waspik,51.68769330000001,4.9427088
Papiermolen 43,Hoorn (NH),52.6356044,5.023127199999999
Groene Wetering 24,Gouderak,51.981992,4.6793452
Moreelsestraat 69,Ede,52.0191805,5.659451799999999
Schaepmanlaan 4,Vlijmen,51.6987933,5.208223200000001
Dubbelspoor 23,Capelle aan den IJssel,51.9558226,4.5869614
Jan van Nassaustraat 25,Sneek,53.0289989,5.6676524
Binnenlandse Baan 12,Barendrecht,51.8562873,4.5383128
Scherpenbergsebaan 6,Schijf,51.500388,4.5661195
Fuutstraat 20,Sliedrecht,51.8215088,4.7915298
Minister Aalbersestraat 23,Maastricht,50.8422011,5.7109026
Fang 6,Rottum (FR),53.3829417,6.6200842
Eindstraat 24,Veldhoven,51.4234437,5.4201879
Prinses Beatrixstraat 55,Bodegraven,52.0806839,4.7520047
Le Tourmalet 11,Amsterdam,52.34997389999999,4.775352499999999
Irenestraat 8,Erp,51.6039779,5.6060342
Esdoornhout 7,Assen,53.00488929999999,6.5192003
Koggestraat 46,Wervershoof,52.7316028,5.1522472
Zwanensingel 265,Wijchen,51.8162597,5.7352021
Hoogheidseweg 6,Venray,51.534637,5.9681133
Nansenstate 30,Ede,52.0193063,5.6359145
Kievitstraat 27,Alkmaar,52.6323486,4.757044
Bernhardstraat 30,Rijen,51.5912594,4.9242852
Refeling 49,Nuenen,51.46706589999999,5.5535803
Anna van Burenstraat 26,Alkmaar,52.62185330000001,4.7401861
Lengelseweg 24,'s-Heerenberg,51.8763185,6.249079
Willem Walravenhove 39,Nieuwegein,52.0547113,5.0785304
Balsa 209,Dordrecht,51.81329789999999,4.6900929
Bosstraat 16,Silvolde,51.91189199999999,6.3774175
Wingerd 34,Vroomshoop,52.4655218,6.568089100000001
Ferdinand Bolstraat 62,Leeuwarden,53.1908297,5.7918007
Hoefslag 80,Nijkerk,52.2163911,5.4929578
Tasveld 13,Rheden,52.0088058,6.034258299999999
van Limburg Stirumlaan 55,Naarden,52.2963502,5.1527877
de Vosplantsoen 5,Hulst,51.2912034,4.0508595
Waardenborchstraat 35,Holten,52.2793866,6.4295315
Waterkerslaan 16,Oosterhout (NB),51.65333039999999,4.8786244
Kennemerbeekweg 23,Bennebroek,52.3179167,4.5936264
Legmeerdijk 220 a,Amstelveen,52.2714988,4.8062783
Zijlroede 21,Leeuwarden,53.1842437,5.8252467
Floraronde 7,Uitgeest,52.5273458,4.7016504
Elandenburg 137,Barendrecht,51.8595145,4.5038258
De Rank 17,Harskamp,52.1325809,5.751477599999999
De Eng 13,'t Goy,52.00255180000001,5.2234215
Meester Kooningsplaats 16,Eindhoven,51.4478842,5.472301499999999
Bovensingel 90,Kampen,52.5484444,5.9187708
Grotestraat 92,Borne,52.2975489,6.7610623
Hietweideweg 64,Twello,52.2278491,6.097732
Langsakker 1,Laren (NH),52.2472015,5.210318900000001
Ubachsberg 29,De Meern,52.07579399999999,5.031977899999999
van Rechterenlaan 3,Grave,51.7490673,5.748185599999999
Bellefleurstraat 9,Aalsmeer,52.2765707,4.795968999999999
Bremstraat 1,Drunen,51.6905679,5.125363699999999
Nieuwe Land 8,Kampen,52.53737,5.9275167
Schotlandstraat 52,Almere,52.34916279999999,5.1458777
Orlofflaan 66,Barneveld,52.1264767,5.5960993
Biltseveste 32,Nieuwegein,52.0246098,5.0951182
Vleutloop 18,Heesch,51.732613,5.542746999999999
Oude Haagweg 709 A,Den Haag,52.0648226,4.263855599999999
Ommelanderwijk 134,Veendam,53.0845455,6.911205199999999
Breeveen 43,Ede,52.051584,5.627591000000001
Buinerweg 1,Exloo,52.8899479,6.869304
Emmastraat 46,Angeren,51.9156606,5.954549399999999
Anna Clasina op 't Landtplantsoen 52,Heerhugowaard,52.64830869999999,4.8284926
Het Kasteel 24,Apeldoorn,52.2128569,6.008487199999999
Jaagpad 27,Etten-Leur,51.5912763,4.654470799999999
Groenplaats 14,Veenendaal,52.0198754,5.579884499999999
Bijsselseweg 11 42,Biddinghuizen,52.4209705,5.7546816
Sweelinckplantsoen 96,Zwijndrecht,51.81915979999999,4.614474599999999
Regenboog 175,Elst (GE),51.9224851,5.8582923
Wouwermanstraat 73,Haarlem,52.3916094,4.626963700000001
Krekelplantsoen 1,Almere,52.38352159999999,5.2782939
Wilgenlaan 7,Arnhem,51.9710261,5.9037793
Marijkelaan 19,Vlijmen,51.6924725,5.1999191
Spant 94,Hoorn (NH),52.6555468,5.0905891
Albert Neuhuysstraat 15,Arnhem,51.9954242,5.8756249
Schuytstraat 94,Pernis Rotterdam,51.8886435,4.389251
Waalstraat 30,Nijmegen,51.8498907,5.845609
Exportstraat 5,Boxmeer,51.6446548,5.9344363
van Heemskercklaan 49,Doorn,52.0455614,5.3358637
De Buiskap 5,Dronten,52.5170024,5.727041600000001
Dorpsstraat 170,Enter,52.2893674,6.5765669
Gerard Doggerlaan 51,Den Haag,52.0624518,4.3923226
Buitenbaan 26,Gorinchem,51.8457792,4.9816508
Kersenplukkerserf 1,Arnhem,51.9475565,5.8519267
De Kievit 8,Groenlo,52.0344006,6.6113366
Bekerpad 6,Oss,51.77806750000001,5.533456699999999
Malibongwestraat 69,Purmerend,52.48797829999999,4.9598856
Hapseweg 9,Oeffelt,51.6939004,5.919238600000001
Wepel 58,Annen,53.053054,6.7178317
Hendrik van Cuyklaan 10,Waalre,51.392591,5.4559111
De Kavelen 10,Waalre,51.39230689999999,5.4396976
Frederik van Eedenstraat 17,Papendrecht,51.8369614,4.6770046
Nachtegaalstraat 53,Middenbeemster,52.5463494,4.906969
Maaseikerweg 188,Weert,51.2354627,5.7196466
Zuideinde 6,Abbekerk,52.7286464,5.020271699999999
Eikenhorstlaan 3,Wassenaar,52.1216789,4.385320099999999
Statenlaan 20,Helmond,51.4609373,5.612245199999999
Houtduif 29,Etten-Leur,51.57532759999999,4.6503714
Bamendaweg 12,Dordrecht,51.7999452,4.706389199999999
Molenweg 12,Liessel,51.4142777,5.815487999999999
Vlierboomstraat 9,Alphen aan den Rijn,52.1329986,4.6475326
Kruisakker 18,Sint-Oedenrode,51.570255,5.4737658
Ruychrocklaan 115,Den Haag,52.0988284,4.3167173
Graafschap 26,Lelystad,52.49653679999999,5.460969299999999
Elperstraat 6,Schoonloo,52.9036786,6.695661599999999
Gedempte Haven 16,Grou,53.096484,5.840787199999999
Nieuwstraat 78,Leidschendam,52.0782913,4.4002823
Evert van 't Landstraat 37,Apeldoorn,52.180507,5.959053
Zuilenstraat 37 A,Breda,51.58014000000001,4.7440808
Paul Henri Spaakstraat 5,Herten,51.1740635,5.9712983
Monnetstraat 10,Zevenaar,51.93328469999999,6.057631799999999
Ruischerwaard 63,Groningen,53.22925670000001,6.6189434
Weegbree 34,Lelystad,52.48909399999999,5.444799
Plataanstraat 14,Tilburg,51.5590933,5.063538299999999
Molenvaart 281,Anna Paulowna,52.8702021,4.8093797
Friezengaarde 2,Alphen aan den Rijn,52.1197461,4.6444904
Willem van Velsenstraat 51,Heemskerk,52.5066334,4.6815571
Horst 36 24,Lelystad,52.50461490000001,5.4933992
Nijkerkerschans 28,Nieuwegein,52.02069059999999,5.0964561
Wijnkers 33,Elst (GE),51.90968729999999,5.8372281
Vuurvlinder 11,Enschede,52.2092393,6.957641
Wethouder Nijhuisstraat 105,Enschede,52.2143279,6.8615125
Keldercroftlaan 33,Heiloo,52.5974852,4.704752699999999
Pagendijk 24,Borculo,52.1136548,6.5198298
De Brink 44,Heiloo,52.5894862,4.7098146
Rijsdammerweg 2 B,Sellingen,52.9624483,7.145420499999999
van Driestenstraat 9,Rijnsburg,52.187631,4.433723
Ranonkel 26,Berkel-Enschot,51.574892,5.132164
Brandenborchstraat 27,Almere,52.392449,5.2667763
Krommehoekstraat 19,Beuningen (GE),51.8560405,5.7615213
Dokkumerdiep 10,Zaandam,52.4676025,4.8298191
Rijksstraatweg 203,Haarlem,52.4065607,4.6490041
Willink van Collenstraat 62,Breukelen,52.1689866,5.0002844
Zonneroosstraat 3,Eindhoven,51.41898639999999,5.4944758
Veldhofstraat 6,Gorssel,52.19834969999999,6.2019381
Goudastraat 12,Wormerveer,52.4887582,4.799466
Condorstraat 16,Gennep,51.6953973,5.9897814
Staringstraat 73,Oss,51.74922979999999,5.513453000000001
Westerzicht 241,Vlissingen,51.4633561,3.5873343
St.-Elisabethstraat 78,Vught,51.6533834,5.293360900000001
Stalmeesterslaan 21,Malden,51.7868285,5.8493531
Wezelhof 46,Silvolde,51.9061746,6.3950476
Merellaan 113,Capelle aan den IJssel,51.93376989999999,4.5853266
Hobbemalaan 54,Alkmaar,52.6360769,4.7238017
Kapitein Nemostraat 65,Tilburg,51.5678078,5.1094113
Doktersbleek 6,Eibergen,52.0983995,6.6393926
Zandhoen 31,Eindhoven,51.4453964,5.404088199999999
Grebbestraat 40,Amersfoort,52.1614352,5.365154299999999
Meyerweg 72,De Knipe,52.9683041,5.9672955
Ter Boort 8,Beek en Donk,51.524551,5.637057
Zwanenbloem 45,Elst (GE),51.9203212,5.8661492
Hamerstraat 15,Bussum,52.2690388,5.168826699999999
Henry Fordstraat 42,Zwartewaal,51.8800696,4.2220368
Heerenweg 96,Heiloo,52.6014597,4.7066838
Engelmanstraat 2,Hoofddorp,52.305662,4.688308
Arnoudstraat 29,Arnhem,51.9879839,5.940121899999999
Kennedylaan 6,Goirle,51.5266336,5.065402
Erve Joost 35,Holten,52.2745791,6.4166134
Slimstraat 20,Udenhout,51.6109978,5.1398801
Zilverbergweg 5,Overasselt,51.7590064,5.791645
Stadhouderslaan 1 a,Schiedam,51.9075884,4.399468600000001
Ambachtsherensingel 26,Mijdrecht,52.2051861,4.857096500000001
Cunegondisstraat 23,Thorn,51.1678207,5.8440018
Zwaluwstraat 17,Oosthuizen,52.5645027,4.9902867
Nieuwe Es 26,Wijster,52.8125371,6.522333
Laan van de Marel 422,Emmen,52.7873898,6.935154499999999
Varsseveldsestraatweg 124 a,Aalten,51.9340829,6.516410899999999
Klokjeslaan 60,Maarssen,52.1478534,5.0412589
Da Costastraat 51,Oss,51.74655629999999,5.5047982
Burgemeester van Loonstraat 39,Steenbergen (NB),51.58304099999999,4.3127856
Molenweg 27,Voorthuizen,52.1861004,5.611559
Abraham Bloemaertstraat 9,Waalwijk,51.6750461,5.0862383
Calville 39,Boskoop,52.0709715,4.6563346
Fluwijnberg 31,Roosendaal,51.5091168,4.4355912
Hofstukken 134,Assen,53.01937299999999,6.559021899999999
Botter 15,Nijkerk,52.2163998,5.4607239
Solislaan 57,Capelle aan den IJssel,51.9178891,4.540774
Hondsdraf 12,Eemnes,52.2482299,5.2593838
Wassenaarsestraat 178,Den Haag,52.10828009999999,4.2763374
Belle van Zuylenlaan 45,Amstelveen,52.3136808,4.8785471
Sportlaan 15,Hoogersmilde (Gem. Midden-Drenthe),52.90592650000001,6.391080199999999
Brielse Meer 5,Zaandam,52.4704659,4.8388728
Krekelmeent 9,Hilversum,52.2675927,5.139482999999999
Schorpioen 65,Schijndel,51.6089455,5.451556999999999
Rosmolenstraat 13,Leusden,52.1247376,5.4204034
Zwaluwstraat 4,Anna Paulowna,52.8569667,4.8224046
Lynnerkamp 16,Zwolle,52.489124,6.1129965
Blekenweg 127,Haren (GR),53.1689365,6.627537299999999
Van der Valk Boumanlaan 34,Woerden,52.0826944,4.894379499999999
De Weem 12,Westervoort,51.960275,5.9623033
Monnetstraat 14,Zevenaar,51.9330796,6.057587
Den Ilp 58 +loods,Den Ilp,52.454533,4.907321899999999
Inktzwamsingel 11,Vleuten,52.1011434,5.007992499999999
Hoefijzer 11,Hasselt,52.59450649999999,6.100492699999999
Sporkehout 6,Geldrop,51.4336896,5.572270899999999
Het Woltmansland 2,Hasselt,52.5946773,6.1031865
Tulpstraat 5,Arnhem,51.9880751,5.887319400000001
Dag Hammarskjöldstraat 11,Hoensbroek,50.9202014,5.932520299999999
Asserstraat 95,Katwijk (ZH),52.2141962,4.4262795
Wierdensestraat 86,Rijssen,52.3106255,6.5247723
Wethouder H.H. Korteboslaan 55,Rijssen,52.3119567,6.534233299999999
Zwenkgras 9,Leiden,52.1799249,4.504182399999999
Paardebloemweide 53,Woerden,52.0794425,4.8608575
Beatrixlaan 17,Nieuwkoop,52.1552416,4.7855554
Lupinestraat 7,Beuningen (GE),51.86129529999999,5.777161599999999
Stremselstraat 39,Purmerend,52.4980786,4.9858641
Beethovenstraat 25,Haarlem,52.36821,4.65635
Dahliastraat 123,Enschede,52.2306185,6.9157131
De Pol 14,Doesburg,52.0048147,6.1250857
Purmer 55,Lelystad,52.4958414,5.4218201
W. Warnaarlaan 70 .,Sassenheim,52.22748199999999,4.531878799999999
Meenscharsweg 2,Hindeloopen,52.9392753,5.403044599999999
Militaireweg 69,Krommenie,52.5038654,4.753370299999999
Pastoor Hoekx-singel 13,Rosmalen,51.7037572,5.3430068
Waalstraat 76,Almere,52.3853913,5.2235353
Newtonstraat 7,Schoonhoven,51.9553334,4.8371153
Domtorenstraat 22,Tilburg,51.5637655,5.0484301
Brittenburg 45,Dordrecht,51.7785576,4.6657256
Van den Elsenstraat 25,Diessen,51.4768819,5.1707021
Meidoornlaan 14,Sassenheim,52.22599959999999,4.5293276
Corrie Vonkplantsoen 39,Spijkenisse,51.8384453,4.36609
Fonteinkruid 40,Oudkarspel (Gem. Dijk en Waard),52.6645361,4.825351899999999
Klipper 73,Barendrecht,51.84868059999999,4.5467698
Turfsteker 7,Odiliapeel,51.639769,5.709937
Hoornwerk 35,Zutphen,52.1368173,6.1942166
Bronkhorstermaat 7,Giesbeek,51.9914065,6.0642285
Kethelweg 61,Vlaardingen,51.9188151,4.353165199999999
Reigerlaan 46,Hoevelaken,52.1719877,5.45466
Molenhoek 6,Pesse (Gem. Hoogeveen),52.7673432,6.447376900000001
Klaterbos 110,Hoofddorp,52.3094579,4.6549618
Lattropperstraat 85,Denekamp,52.4013345,6.978993099999999
Dr. Nassaulaan 20,Assen,52.99041339999999,6.5576387
Pastorielaan 28,Veldhoven,51.4065478,5.4013686
Veeringzoom 36,Koog aan de Zaan,52.46408599999999,4.799492499999999
Carmelietenstraat-west 56,Boxmeer,51.6423855,5.9482643
Irenestraat 11,Druten,51.8881579,5.6075781
Boerderijweg 66,Oud-Beijerland,51.8242521,4.4019742
Buitenkwartier 30,Zwartsluis,52.63962309999999,6.0669077
Eerbeekseweg 10,Loenen,52.1151975,6.018405599999999
Burchtenlaan 7,Den Bosch,51.7238668,5.3080147
Abel Tasmanstraat 7,Terneuzen,51.3186826,3.854016299999999
Ezelvense Akkers 45,Tilburg,51.5429375,5.0916451
Kerkstraat 13 A,Driel,51.962562,5.812364
Julianastraat 126,Hoogezand,53.1631227,6.7267126
Tournooistraat 2,Helmond,51.473855,5.646481199999999
Bizetstraat 12,Axel,51.2649405,3.9157758
De Reusel 4,Goirle,51.5223624,5.0426839
Narcisstraat 4,Giesbeek,51.9931654,6.0702663
Landweerstraat-Noord 12,Oss,51.7694625,5.5482302
Afrikalaan 77,Alphen aan den Rijn,52.1200535,4.6553907
Stille Omgang 2,Lepelstraat,51.5465154,4.2750705
Horstlindelaan 44,Enschede,52.24187560000001,6.879435399999999
Parkweg 86,Vlaardingen,51.9101594,4.3566658
de Hoek 13,Eethen,51.7299301,5.052182999999999
Hoogeindsestraat 110,Helmond,51.4737561,5.6572812
Heggerank 10,Cuijk,51.7332805,5.8651165
Ouderkerkerlaan 30,Amstelveen,52.3001872,4.8540333
van Gheselhof 10,Zeist,52.0851548,5.2399198
Brilbeer 28,Heerhugowaard,52.6590608,4.8100492
Dr Holwerdastraat 29,Wijk bij Duurstede,51.9780885,5.3380098
Tiggeltsebergstraat 62,Rijsbergen,51.5216147,4.663096400000001
D. Koddelaan 12,Zoutelande,51.5010343,3.4893636
Frankenlaan 20,Tilburg,51.55557640000001,5.0519529
Driewegenweg 3 a/b,Putten,52.261395,5.6151919
Kennedystraat 40,Heel,51.1826824,5.8984409
Peppengouw 101,Almere,52.3465614,5.212279400000001
Edelhertweg 41,Almere,52.3852669,5.276101400000001
Rozelaar 3,Geffen,51.7359617,5.4650529
M.A. de Ruijterstraat 142,Spijkenisse,51.85033439999999,4.3198051
Spinetstraat 24,Etten-Leur,51.5612453,4.629438800000001
Sint Janstraat 135,Sprundel,51.5393021,4.608173799999999
Hertog van Gelrestraat 21,Rozendaal,52.0024049,5.9621241
Zandpad 13,Breukelen,52.1832,5.008115999999999
Koolhof 7,Gilze,51.5425737,4.9451369
Bosstraat 73,Swalmen,51.2357854,6.0496761
Trageldijk 3,Coevorden,52.65915039999999,6.730178599999999
Oostereind 20,Wachtum,52.7202937,6.7559421
IJzerwerf 4,Nieuwegein,52.01136289999999,5.099457699999999
Kettingpol 43,Herwen,51.886701,6.0982955
Frederik van Eedenhove 15,Nieuwegein,52.0555691,5.0858126
de Wilde Zee 6,Wateringen,52.0220296,4.280772
Beemdstraat 28,Heesch,51.7299429,5.5144724
Oranjefontein 45,Purmerend,52.4897159,4.939311099999999
Nijverdalsestraat 71,Wierden,52.3589431,6.5862802
De Lutteresweg 13 *,Lutten,52.6266109,6.6106712
De Lutteresweg 13,Lutten,52.6266109,6.6106712
Kostverloren 26,Nijkerk,52.2155074,5.4676233
Tollenhof 26,Kesteren,51.93374129999999,5.567841899999999
Ossecamp 10,Castricum,52.5440164,4.6780439
van Rijckevorselstraat 8,Loon op Zand,51.6281285,5.070486799999999
Meerkoet 9,Etten-Leur,51.5761438,4.658358499999999
Vinkenbaan 11,Heiloo,52.607335,4.7118579
de Ruijterstraat 11,Son en Breugel,51.51883729999999,5.5105593
Beukestraat 25,Krommenie,52.49578409999999,4.7603959
Johannes Vermeerstraat 33,Spijkenisse,51.8566119,4.3092989
Kamillestraat 5,Apeldoorn,52.2177957,5.9928602
Schubertlaan 16,Hoogezand,53.1583669,6.7612041
van Beethovenlaan 68,Hazerswoude-Rijndijk,52.1257858,4.594890599999999
Klipgriend 73,Almere,52.33952720000001,5.239327299999999
Singel 136,Bussum,52.2734325,5.1704668
Retranchement 38,Gorinchem,51.834126,4.9870323
Groen van Prinstererstraat 39,Arnhem,51.9797083,5.9250861
Coudorp 17,Nieuwdorp,51.4693907,3.7428444
Wislaan 100,Uden,51.6416383,5.6189873
Jan Dorrekenskade-Oost 67,Waddinxveen,52.042074,4.6584192
't Höltje 42,Helden,51.3174833,6.003029499999999
De Loet 290,Castricum,52.5457897,4.6718382
Burgemeester van der Venstraat 36,Vlijmen,51.6930651,5.211945399999999
Amelterhout 63,Assen,52.9991192,6.5796705
Emmerikseweg 64,Zutphen,52.1333354,6.2024016
Voorstevliet 17,Werkendam,51.80908890000001,4.9003104
Nijvelaar 7,Den Dungen,51.6829027,5.3760678
Bruggemanlanden 73,Enschede,52.1924907,6.9039402
Wagenaarstraat 301,Oss,51.750487,5.5166084
Melkwegsingel 1,Zwijndrecht,51.8207231,4.6391117
Geel-groenlaan 23,Zoetermeer,52.0429924,4.4937764
Swammerdamstraat 20,Amersfoort,52.1442249,5.385640299999999
Blok 1 C,Krommenie,52.5036944,4.771891099999999
Schoolkade 153,Musselkanaal,52.9527937,6.9865726
Poolsterstraat 20,Apeldoorn,52.2168833,5.9417767
Aetsveld 67,Vinkeveen,52.2109791,4.9202721
Loostraat 49 D,Huissen,51.9405443,5.9312763
Rialen 14,Assendelft,52.4687156,4.7444674
Thaliastraat 133,Arnhem,51.9504582,5.848828399999999
Juckemastate 12,Leeuwarden,53.2093538,5.8363077
Ypendael 17,Baarn,52.2169397,5.2685635
Kennemerstraatweg 217,Heiloo,52.5979263,4.7081161
Brugstraat 5,Limmen,52.5721553,4.705438099999999
Grasdreef 36,Eindhoven,51.4356058,5.4165532
Pampagras 7,Houten,52.0133482,5.1854448
Ringiastins 15,Leeuwarden,53.20776830000001,5.8410154
Herenweg 46,Vinkeveen,52.2138005,4.936834900000001
Dorpsstraat 104,Neerkant,51.3742977,5.860088999999999
Karel Doormanlaan 109,Zoetermeer,52.0492014,4.5022499
Molenstraat 76,Bunschoten-Spakenburg,52.2498023,5.376464899999999
J.R. Thorbeckesingel 24,Papendrecht,51.8319725,4.701798
Boekweithof 9,Putten,52.2565859,5.591155
Maalacker 30,Vledder,52.8533468,6.2105295
Hoofdstraat 5,Sassenheim,52.21533489999999,4.5023978
Havikveld 1,Zoetermeer,52.07000499999999,4.5046984
West 100,Avenhorn,52.6246149,4.9441777
Gemondseweg 47,Schijndel,51.6196594,5.4087914
Breedewaij 58,Hardinxveld-Giessendam,51.8220757,4.8435732
Molengracht 34,Den Helder,52.9622124,4.7667923
Veenland 5,Assendelft,52.4853176,4.747099899999999
Paramaribostraat 106,Utrecht,52.0924341,5.086778799999999
Willem Hedastraat 15,Alkmaar,52.6338277,4.7305438
van der Capellenlaan 38,Zutphen,52.15117009999999,6.2122958
Dahliastraat 7,Koog aan de Zaan,52.4581842,4.8109729
Wegedoorn 13,Geldrop,51.4269958,5.5810957
Simone de Beauvoirstraat 11,Nijmegen,51.878933,5.85054
De Weverij 15,Steenbergen (NB),51.582956,4.320449
Van Doesburgstraat 3,Amersfoort,52.1813751,5.3988891
Steinstraat 29,Vaassen,52.2820749,5.955743699999999
Noordweg 15,Oostvoorne,51.9185133,4.102984
K.J.Blokstraat 19,Wilhelminaoord,52.8572205,6.1638763
Tulpstraat 34,Koog aan de Zaan,52.4587415,4.8080457
Begoniastraat 18,Zwolle,52.5013154,6.1064835
Merbau 157,Dordrecht,51.80359379999999,4.7143671
St. Isidorusstraat 23,Leunen,51.50971999999999,5.974737999999999
Frans Halsstraat 22,Meppel,52.6838986,6.186173999999999
Braamkamp 308,Zutphen,52.1240219,6.2038394
Zuiderlingedijk 5,Heukelum,51.8576843,5.0594323
Loolaan 96,Driebergen-Rijsenburg,52.0633337,5.2751652
